batch_id,product_name,product_type,quality_grade,produced_date,expiry_date,quantity,storage_type,city
B-1173,Onion,Fresh,C,2026-02-05,2026-02-19,235,Ambient,Los Angeles
B-1174,Meat,Chilled,C,2026-02-02,2026-02-07,173,Refrigerated,Houston
B-1175,Fish,Chilled,C,2026-02-08,2026-02-13,481,Refrigerated,New York
B-1176,Fish,Chilled,B,2026-02-05,2026-02-10,374,Refrigerated,Los Angeles
B-1177,Fish,Chilled,C,2026-02-07,2026-02-12,313,Refrigerated,Phoenix
B-1178,Onion,Fresh,A,2026-02-02,2026-02-16,352,Ambient,Phoenix
B-1179,Tomato,Fresh,B,2026-01-31,2026-02-14,131,Ambient,Los Angeles
B-1180,Onion,Fresh,A,2026-02-01,2026-02-15,73,Ambient,Houston
B-1181,Tomato,Fresh,C,2026-02-09,2026-02-23,285,Ambient,Chicago
B-1182,Meat,Chilled,A,2026-02-05,2026-02-10,352,Refrigerated,New York
B-1183,Tomato,Fresh,B,2026-02-02,2026-02-16,293,Ambient,Los Angeles
B-1184,Onion,Fresh,A,2026-02-08,2026-02-22,405,Ambient,Phoenix
B-1185,Onion,Fresh,C,2026-02-08,2026-02-22,442,Ambient,Phoenix
B-1186,Tomato,Fresh,B,2026-02-09,2026-02-23,361,Ambient,New York
B-1187,Meat,Chilled,B,2026-02-07,2026-02-12,431,Refrigerated,New York
B-1188,Onion,Fresh,B,2026-02-05,2026-02-19,97,Ambient,New York
B-1189,Meat,Chilled,B,2026-02-02,2026-02-07,103,Refrigerated,Los Angeles
B-1190,Meat,Chilled,C,2026-02-03,2026-02-08,361,Refrigerated,Houston
B-1191,Onion,Fresh,B,2026-02-01,2026-02-15,393,Ambient,Houston
B-1192,Onion,Fresh,B,2026-02-03,2026-02-17,358,Ambient,Houston
B-1193,Onion,Fresh,A,2026-02-03,2026-02-17,256,Ambient,Phoenix
B-1194,Fish,Chilled,A,2026-02-01,2026-02-06,119,Refrigerated,New York
B-1195,Tomato,Fresh,B,2026-02-06,2026-02-20,288,Ambient,New York
B-1196,Meat,Chilled,B,2026-02-07,2026-02-12,327,Refrigerated,Chicago
B-1197,Meat,Chilled,A,2026-02-03,2026-02-08,238,Refrigerated,Los Angeles
B-1198,Fish,Chilled,A,2026-02-09,2026-02-14,279,Refrigerated,Chicago
B-1199,Meat,Chilled,A,2026-02-08,2026-02-13,445,Refrigerated,Houston
B-1200,Tomato,Fresh,B,2026-02-09,2026-02-23,88,Ambient,Chicago
B-1201,Milk,Chilled,C,2026-02-09,2026-02-16,439,Refrigerated,Phoenix
B-1202,Fish,Chilled,C,2026-02-05,2026-02-10,59,Refrigerated,Houston
B-1203,Onion,Fresh,C,2026-02-05,2026-02-19,120,Ambient,Phoenix
B-1204,Milk,Chilled,B,2026-02-02,2026-02-09,117,Refrigerated,Houston
B-1205,Milk,Chilled,B,2026-02-02,2026-02-09,276,Refrigerated,Chicago
B-1206,Milk,Chilled,A,2026-02-04,2026-02-11,487,Refrigerated,New York
B-1207,Milk,Chilled,A,2026-01-31,2026-02-07,226,Refrigerated,Phoenix
B-1208,Fish,Chilled,C,2026-02-03,2026-02-08,236,Refrigerated,Houston
B-1209,Onion,Fresh,A,2026-02-03,2026-02-17,450,Ambient,New York
B-1210,Fish,Chilled,A,2026-02-09,2026-02-14,494,Refrigerated,Los Angeles
B-1211,Meat,Chilled,B,2026-02-07,2026-02-12,434,Refrigerated,Houston
B-1212,Milk,Chilled,B,2026-02-05,2026-02-12,267,Refrigerated,Los Angeles
B-1213,Meat,Chilled,C,2026-02-07,2026-02-12,439,Refrigerated,Houston
B-1214,Onion,Fresh,B,2026-02-05,2026-02-19,64,Ambient,New York
B-1215,Onion,Fresh,A,2026-02-03,2026-02-17,103,Ambient,New York
B-1216,Tomato,Fresh,A,2026-02-02,2026-02-16,437,Ambient,Phoenix
B-1217,Meat,Chilled,B,2026-02-07,2026-02-12,480,Refrigerated,Houston
B-1218,Fish,Chilled,B,2026-02-02,2026-02-07,177,Refrigerated,Chicago
B-1219,Milk,Chilled,B,2026-02-02,2026-02-09,475,Refrigerated,Houston
B-1220,Meat,Chilled,B,2026-02-05,2026-02-10,324,Refrigerated,Chicago
B-1221,Tomato,Fresh,A,2026-01-31,2026-02-14,271,Ambient,Phoenix
B-1222,Milk,Chilled,C,2026-02-05,2026-02-12,304,Refrigerated,New York
B-1223,Tomato,Fresh,A,2026-02-07,2026-02-21,422,Ambient,Houston
B-1224,Meat,Chilled,C,2026-02-09,2026-02-14,350,Refrigerated,Chicago
B-1225,Meat,Chilled,C,2026-02-06,2026-02-11,431,Refrigerated,Los Angeles
B-1226,Tomato,Fresh,B,2026-01-31,2026-02-14,431,Ambient,Houston
B-1227,Meat,Chilled,C,2026-02-08,2026-02-13,67,Refrigerated,Houston
B-1228,Meat,Chilled,A,2026-02-05,2026-02-10,193,Refrigerated,Houston
B-1229,Milk,Chilled,B,2026-02-01,2026-02-08,344,Refrigerated,New York
B-1230,Onion,Fresh,C,2026-02-06,2026-02-20,199,Ambient,Los Angeles
B-1231,Milk,Chilled,C,2026-02-07,2026-02-14,244,Refrigerated,Phoenix
B-1232,Milk,Chilled,B,2026-02-06,2026-02-13,65,Refrigerated,Chicago
B-1233,Meat,Chilled,A,2026-01-31,2026-02-05,488,Refrigerated,Houston
B-1234,Meat,Chilled,A,2026-02-04,2026-02-09,65,Refrigerated,Chicago
B-1235,Fish,Chilled,C,2026-02-03,2026-02-08,417,Refrigerated,Los Angeles
B-1236,Fish,Chilled,C,2026-02-01,2026-02-06,295,Refrigerated,Los Angeles
B-1237,Milk,Chilled,C,2026-02-07,2026-02-14,324,Refrigerated,Chicago
B-1238,Fish,Chilled,C,2026-02-04,2026-02-09,66,Refrigerated,New York
B-1239,Milk,Chilled,C,2026-02-07,2026-02-14,189,Refrigerated,New York
B-1240,Milk,Chilled,C,2026-02-04,2026-02-11,120,Refrigerated,Chicago
B-1241,Meat,Chilled,C,2026-02-06,2026-02-11,416,Refrigerated,New York
B-1242,Fish,Chilled,B,2026-01-31,2026-02-05,251,Refrigerated,Phoenix
B-1243,Onion,Fresh,C,2026-02-06,2026-02-20,482,Ambient,Chicago
B-1244,Onion,Fresh,B,2026-02-09,2026-02-23,452,Ambient,Phoenix
B-1245,Meat,Chilled,A,2026-02-09,2026-02-14,160,Refrigerated,Houston
B-1246,Fish,Chilled,A,2026-02-05,2026-02-10,239,Refrigerated,New York
B-1247,Fish,Chilled,B,2026-02-04,2026-02-09,282,Refrigerated,Phoenix
B-1248,Fish,Chilled,A,2026-02-01,2026-02-06,326,Refrigerated,Phoenix
B-1249,Onion,Fresh,B,2026-02-02,2026-02-16,149,Ambient,New York
B-1250,Meat,Chilled,C,2026-02-09,2026-02-14,417,Refrigerated,Los Angeles
B-1251,Fish,Chilled,C,2026-02-09,2026-02-14,239,Refrigerated,Houston
B-1252,Milk,Chilled,A,2026-02-01,2026-02-08,421,Refrigerated,Houston
B-1253,Milk,Chilled,A,2026-02-05,2026-02-12,143,Refrigerated,New York
B-1254,Tomato,Fresh,A,2026-02-02,2026-02-16,339,Ambient,Los Angeles
B-1255,Tomato,Fresh,B,2026-02-01,2026-02-15,81,Ambient,Los Angeles
B-1256,Milk,Chilled,B,2026-02-04,2026-02-11,209,Refrigerated,Houston
B-1257,Milk,Chilled,C,2026-02-05,2026-02-12,432,Refrigerated,Houston
B-1258,Milk,Chilled,B,2026-02-09,2026-02-16,115,Refrigerated,Phoenix
B-1259,Meat,Chilled,C,2026-02-07,2026-02-12,467,Refrigerated,Houston
B-1260,Milk,Chilled,C,2026-02-01,2026-02-08,383,Refrigerated,Houston
B-1261,Meat,Chilled,A,2026-02-03,2026-02-08,424,Refrigerated,Los Angeles
B-1262,Onion,Fresh,B,2026-02-01,2026-02-15,72,Ambient,Houston
B-1263,Tomato,Fresh,A,2026-02-05,2026-02-19,193,Ambient,Los Angeles
B-1264,Tomato,Fresh,C,2026-02-06,2026-02-20,317,Ambient,Chicago
B-1265,Onion,Fresh,C,2026-02-07,2026-02-21,282,Ambient,Houston
B-1266,Meat,Chilled,B,2026-02-06,2026-02-11,104,Refrigerated,Phoenix
B-1267,Milk,Chilled,C,2026-02-01,2026-02-08,283,Refrigerated,New York
B-1268,Tomato,Fresh,A,2026-02-08,2026-02-22,229,Ambient,New York
B-1269,Fish,Chilled,C,2026-02-08,2026-02-13,491,Refrigerated,New York
B-1270,Fish,Chilled,A,2026-02-03,2026-02-08,403,Refrigerated,Phoenix
B-1271,Onion,Fresh,A,2026-02-05,2026-02-19,331,Ambient,Los Angeles
B-1272,Milk,Chilled,B,2026-02-07,2026-02-14,417,Refrigerated,Los Angeles
B-1273,Fish,Chilled,C,2026-02-08,2026-02-13,343,Refrigerated,Houston
B-1274,Fish,Chilled,B,2026-02-05,2026-02-10,273,Refrigerated,Chicago
B-1275,Milk,Chilled,C,2026-01-31,2026-02-07,286,Refrigerated,Phoenix
B-1276,Meat,Chilled,A,2026-02-05,2026-02-10,173,Refrigerated,Houston
B-1277,Tomato,Fresh,B,2026-02-09,2026-02-23,482,Ambient,Los Angeles
B-1278,Milk,Chilled,A,2026-01-31,2026-02-07,473,Refrigerated,Houston
B-1279,Onion,Fresh,C,2026-02-01,2026-02-15,125,Ambient,Houston
B-1280,Meat,Chilled,A,2026-02-05,2026-02-10,182,Refrigerated,Houston
B-1281,Fish,Chilled,A,2026-02-04,2026-02-09,160,Refrigerated,Phoenix
B-1282,Fish,Chilled,C,2026-01-31,2026-02-05,71,Refrigerated,Los Angeles
B-1283,Milk,Chilled,A,2026-02-01,2026-02-08,445,Refrigerated,Chicago
B-1284,Milk,Chilled,C,2026-02-07,2026-02-14,280,Refrigerated,Houston
B-1285,Milk,Chilled,B,2026-02-05,2026-02-12,302,Refrigerated,New York
B-1286,Milk,Chilled,B,2026-02-06,2026-02-13,223,Refrigerated,Los Angeles
B-1287,Meat,Chilled,A,2026-02-02,2026-02-07,490,Refrigerated,Chicago
B-1288,Fish,Chilled,A,2026-02-05,2026-02-10,164,Refrigerated,Chicago
B-1289,Meat,Chilled,A,2026-02-01,2026-02-06,136,Refrigerated,Chicago
B-1290,Meat,Chilled,A,2026-02-08,2026-02-13,358,Refrigerated,New York
B-1291,Milk,Chilled,A,2026-02-09,2026-02-16,377,Refrigerated,Houston
B-1292,Tomato,Fresh,B,2026-01-31,2026-02-14,281,Ambient,Chicago
B-1293,Tomato,Fresh,C,2026-02-07,2026-02-21,183,Ambient,Los Angeles
B-1294,Onion,Fresh,C,2026-02-07,2026-02-21,235,Ambient,New York
B-1295,Milk,Chilled,C,2026-02-03,2026-02-10,302,Refrigerated,Los Angeles
B-1296,Tomato,Fresh,B,2026-02-08,2026-02-22,209,Ambient,Los Angeles
B-1297,Onion,Fresh,C,2026-02-07,2026-02-21,174,Ambient,Los Angeles
B-1298,Tomato,Fresh,C,2026-02-04,2026-02-18,162,Ambient,Los Angeles
B-1299,Fish,Chilled,C,2026-02-07,2026-02-12,314,Refrigerated,New York
B-1300,Fish,Chilled,C,2026-02-04,2026-02-09,341,Refrigerated,New York
B-1301,Meat,Chilled,C,2026-02-03,2026-02-08,433,Refrigerated,Chicago
B-1302,Onion,Fresh,B,2026-02-08,2026-02-22,411,Ambient,Houston
B-1303,Milk,Chilled,A,2026-02-07,2026-02-14,323,Refrigerated,Houston
B-1304,Milk,Chilled,B,2026-02-06,2026-02-13,336,Refrigerated,Los Angeles
B-1305,Tomato,Fresh,B,2026-01-31,2026-02-14,136,Ambient,Los Angeles
B-1306,Fish,Chilled,B,2026-02-06,2026-02-11,70,Refrigerated,Chicago
B-1307,Tomato,Fresh,C,2026-01-31,2026-02-14,388,Ambient,Chicago
B-1308,Tomato,Fresh,B,2026-02-05,2026-02-19,105,Ambient,Chicago
B-1309,Onion,Fresh,B,2026-02-09,2026-02-23,337,Ambient,New York
B-1310,Fish,Chilled,C,2026-02-03,2026-02-08,109,Refrigerated,New York
B-1311,Onion,Fresh,B,2026-01-31,2026-02-14,50,Ambient,New York
B-1312,Tomato,Fresh,C,2026-02-06,2026-02-20,312,Ambient,Los Angeles
B-1313,Meat,Chilled,C,2026-02-02,2026-02-07,269,Refrigerated,Chicago
B-1314,Milk,Chilled,B,2026-02-05,2026-02-12,290,Refrigerated,Phoenix
B-1315,Fish,Chilled,A,2026-02-08,2026-02-13,493,Refrigerated,Chicago
B-1316,Tomato,Fresh,A,2026-01-31,2026-02-14,137,Ambient,Houston
B-1317,Milk,Chilled,B,2026-02-09,2026-02-16,72,Refrigerated,Houston
B-1318,Onion,Fresh,B,2026-02-08,2026-02-22,415,Ambient,New York
B-1319,Milk,Chilled,B,2026-02-04,2026-02-11,69,Refrigerated,Houston
